pattern_grammar,role,source_channel,source_index,video_title,url,duration_hms,fit_status,score,reason
Creator Business Playbook,secondary,Ali Abdaal,378,How I Gained 1 MILLION Subscribers,https://www.youtube.com/watch?v=iNI-1Vy6WM4,27:49:00,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Creator Business Playbook,secondary,Ali Abdaal,395,"Gymshark, Inspirations & Pet Peeves - ONE MILLION Subscribers Q&A",https://www.youtube.com/watch?v=sMu1m57KYGI,15:46,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Creator Business Playbook,secondary,Ali Abdaal,438,Productive Day in the Life in Lockdown // Behind the Scenes of my iPad Pro Videos,https://www.youtube.com/watch?v=i2Fm4hyZTMc,9:55,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Creator Business Playbook,secondary,Ali Abdaal,493,How I Manage my Time as a Doctor + YouTuber - 9 Time Management Tips,https://www.youtube.com/watch?v=5Nin1OtjOlU,13:47,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Creator Business Playbook,secondary,Ali Abdaal,531,Ask Doctor Ali - 100k subscribers Q&A,https://www.youtube.com/watch?v=x40pERU0YaY,37:46:00,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Creator Business Playbook,secondary,Ali Abdaal,564,A year on YouTube - Channel / life update,https://www.youtube.com/watch?v=6ltK8OaFyy4,8:13,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Life Update / Personal Milestone.
Creator Business Playbook,secondary,Ali Abdaal,593,"Q & A - 5,000 Subscribers!",https://www.youtube.com/watch?v=ZuarurfP4BA,16:16,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Q&A / Community Relationship.
Customer Proof Story,primary,HeyGen sample,,Customer Story: How to Create Engaging Business Videos Using AI,,,,,
Customer Proof Story,primary,HeyGen sample,,LinkedIn co-founder's HeyGen avatar speaks on his behalf with 20 years of insight,,,,,
Customer Proof Story,secondary,HeyGen sample,,Automate Your Sales Pitch with AI Video | HeyGen for Scalable Sales,,,,,
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,122,A Week in My Life | Vlog,https://www.youtube.com/watch?v=sHGRbM2txoI,15:51,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,232,My London Studio Tour (2022),https://www.youtube.com/watch?v=DSTRL-bMOwY,32:08:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,282,Reflecting On My Fears - Day in the Life,https://www.youtube.com/watch?v=HPcIwHwZIhI,19:15,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,335,My Home Tech Tour (2021),https://www.youtube.com/watch?v=CZI5uBumcgg,10:09,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,371,1400 MILE Road Trip in the Tesla Model 3,https://www.youtube.com/watch?v=iw425d9irZ4,24:27:00,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,384,Revamping My Living Room - Day In The Life,https://www.youtube.com/watch?v=nsUL3sRh6Ek,7:58,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,390,Collecting My Tesla Model 3 - Day In The Life,https://www.youtube.com/watch?v=zPc0j-Rzo28,10:03,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,430,I Tried Making a Viral Video - Day in the Life VLOG,https://www.youtube.com/watch?v=_jSbuDftmcc,8:09,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,450,Interviewing a Writer // Day in the Life VLOG,https://www.youtube.com/watch?v=X9Th_OBKyQ8,8:02,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,483,Ready Player One + 'My First Million' - Monthly Favourites #12,https://www.youtube.com/watch?v=Qu1QNcetiK0,13:59,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,497,Monthly Favourites #10 - Ali Abdaal,https://www.youtube.com/watch?v=yjTC5Jbe0ac,11:47,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,507,Monthly Favourites #9 - Ali Abdaal,https://www.youtube.com/watch?v=jFlYIwM_Rco,10:31,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,513,Monthly Favourites #8 - Ali Abdaal,https://www.youtube.com/watch?v=Z-xazrZnY8A,14:26,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,518,Monthly Favourites #7 - Ali Abdaal,https://www.youtube.com/watch?v=bobphaq2dYA,12:51,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,553,Monthly Favourites #6 - Ali Abdaal,https://www.youtube.com/watch?v=XY0fQ0ZVlRs,15:03,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,569,Monthly Favourites #5 - Ali Abdaal,https://www.youtube.com/watch?v=cgmcC0UDlR4,5:56,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,578,Monthly Favourites #4 - Ali Abdaal,https://www.youtube.com/watch?v=U9f9RPXZkEo,12:05,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,584,Monthly Favourites #3 - Ali Abdaal,https://www.youtube.com/watch?v=hly9Ekte8zY,20:05,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,596,Monthly Favourites #2 - Ali Abdaal,https://www.youtube.com/watch?v=bvTkOIkiYu0,17:44,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,601,Monthly Favourites #1 - Ali Abdaal,https://www.youtube.com/watch?v=aWpd9JYyNEs,12:26,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,603,Flying a drone around Iceland - Winter VLOG,https://www.youtube.com/watch?v=Qsf3j59SVJg,6:03,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,605,Christmas in the Cotswolds - Ali's Vlog #23,https://www.youtube.com/watch?v=se2dPdzxQ5E,3:46,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,609,"Magic, pizza and SJT - Ali's Vlog #22",https://www.youtube.com/watch?v=PdlRNq3eMkQ,4:30,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,primary,Ali Abdaal,610,Preparing for the SJT - Ali's Vlog #21,https://www.youtube.com/watch?v=k0WvM8ZezVU,3:46,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,226,A Day in My Life as a YouTuber,https://www.youtube.com/watch?v=HIlZ-rW7dXA,9:22,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,230,My Ultimate Productive Morning Routine,https://www.youtube.com/watch?v=5gT0x0EO9_8,10:22,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,258,My $2.4m London Apartment Tour,https://www.youtube.com/watch?v=ZazwqwjDY6M,31:19:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,284,How I Run this YouTube Channel - Day in the Life,https://www.youtube.com/watch?v=F7JMKzBr8HY,14:21,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,291,A Productive 72 Hours in Monaco - Day in the Life Vlog,https://www.youtube.com/watch?v=gtXHePXjVlE,9:40,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,367,PRODUCTIVE Day in the Life of an Aspiring Gymshark Athlete,https://www.youtube.com/watch?v=x-hGIYZj2Rw,8:54,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,375,My PRODUCTIVE Apartment Tour (2021),https://www.youtube.com/watch?v=5wDfRwAmIVY,20:56,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,379,A Productive Day on Vacation in the Canary Islands,https://www.youtube.com/watch?v=uGB2z2IZS0I,6:49,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,406,My INSANELY Productive Morning Routine,https://www.youtube.com/watch?v=mcitELserqk,4:02,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,408,Day in the Life as a Doctor (Gynaecology),https://www.youtube.com/watch?v=cYyIpzlkq7E,9:51,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,413,I'm Moving to America 🇺🇸 - Life Update,https://www.youtube.com/watch?v=xmKjDEvp4HY,33:20:00,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Life Update / Personal Milestone.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,421,"Music, Reading and Note-Taking - Productive Day in the Life",https://www.youtube.com/watch?v=Zo5cf_CgR6M,8:01,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,426,"Studying, Cooking and Netflix | Day in the Life During Lockdown",https://www.youtube.com/watch?v=qSWAFAmzJTE,5:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,428,My Productive Birthday in Lockdown - Day in the Life Vlog,https://www.youtube.com/watch?v=M_bCVdB1jRY,7:31,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,438,Productive Day in the Life in Lockdown // Behind the Scenes of my iPad Pro Videos,https://www.youtube.com/watch?v=i2Fm4hyZTMc,9:55,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,443,A Productive Day in Isolation,https://www.youtube.com/watch?v=RDeJe_2TWUE,9:17,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,458,(Un)productive Day in the Life as a Doctor,https://www.youtube.com/watch?v=uQrXLHiFszk,6:58,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,462,A Productive Day in the Life vlog,https://www.youtube.com/watch?v=QDU4S4sfb_g,6:22,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,471,Day in the Life as a Doctor,https://www.youtube.com/watch?v=tH_Jriu7XkU,5:10,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,491,Smart Passive Income + The Third Door - Monthly Favourites #11,https://www.youtube.com/watch?v=H2_WC2bcKE8,11:24,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Wealth / Career Strategy Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,492,General Surgery - A Day in the Life - Junior Doctor Vlog,https://www.youtube.com/watch?v=8lhSb5libHY,21:19,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,509,My Geriatric Medicine Placement - Junior Doctor Vlog #02,https://www.youtube.com/watch?v=lFAm7HZ8gTg,28:30:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,515,Medical Mission in Sudan - Life as a Junior Doctor,https://www.youtube.com/watch?v=BpLOu3sv-Jw,5:22,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,517,What's in my Camera Bag - My YouTube  + photography travel gear,https://www.youtube.com/watch?v=Ms4xcowxG9g,5:40,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,530,"Desk Setup Upgrade - 35"" UltraWide Monitor | Life as a Junior Doctor",https://www.youtube.com/watch?v=D2WgxpWC6gY,4:10,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,533,Study with Me + Active Recall tips | Life as a Junior Doctor,https://www.youtube.com/watch?v=YHJzSbLiQNs,7:26,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,534,Study with Me - Resuscitation Training | Life as a Junior Doctor,https://www.youtube.com/watch?v=t_TkT07u7yU,5:59,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,558,My first evening shift - Junior Doctor Vlog #01,https://www.youtube.com/watch?v=ZD90JQjL5j0,18:11,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,562,"James Arthur - ""Say You Won't Let Go"" | Acoustic cover ft. Matticus Vlogs",https://www.youtube.com/watch?v=1ZPiBcz3nSc,3:43,partial_heygen_fit,5,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Performance / Music Archive.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,565,Wilderness Medicine in Dorset - Cambridge University medical student VLOG #40,https://www.youtube.com/watch?v=MbumNLXwZqc,5:08,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,566,Final year exam results - Cambridge University medical student VLOG #39,https://www.youtube.com/watch?v=9AvXE3qdPSo,5:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,567,My University Room Tour - Cambridge medical student accommodation,https://www.youtube.com/watch?v=znYThp26WJo,4:26,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,570,Study with me + The Magic of Categorisation - Cambridge University medical student VLOG #38,https://www.youtube.com/watch?v=nn7TPSNOef0,8:31,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,572,A day in med school in the Caribbean - St George's University Grenada | Cambridge medic VLOG #37,https://www.youtube.com/watch?v=cn8erxA7DHI,6:13,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,575,Study with Me + How I take notes - Cambridge University medical student VLOG #36,https://www.youtube.com/watch?v=JZln56h2GkM,7:24,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,576,Behind the scenes of Cambridge University Medical School - Med student VLOG #35,https://www.youtube.com/watch?v=86gx9bKQheM,5:22,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,577,Study with me + More revision tips - Cambridge University medical student VLOG #34,https://www.youtube.com/watch?v=PcMVfAb9sxI,12:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,579,Medical Rap ft. Omar Ali - Cambridge University medical student VLOG #33,https://www.youtube.com/watch?v=YDSEhszBgpM,1:08,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,582,Study with Me + Revision tips from friends - Cambridge University medical student VLOG #32,https://www.youtube.com/watch?v=Ra1ykDUnwpM,12:46,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,583,Study With Me + 10 Productivity / Revision Tips - Cambridge University medical student VLOG #31,https://www.youtube.com/watch?v=0VjvUUHsuYs,8:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,587,Study with me + My revision method - Cambridge University medical student VLOG #30,https://www.youtube.com/watch?v=yiRYn97GJhM,7:38,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,591,Pakistan Society Ball - Cambridge University medical student VLOG #28,https://www.youtube.com/watch?v=JHjREDj7Tag,8:43,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,595,A day on GP placement - Cambridge University medical student VLOG #27,https://www.youtube.com/watch?v=upcExv17By4,5:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,597,Lacrosse and A&E - Cambridge University medical student VLOG #26,https://www.youtube.com/watch?v=8-edcK66xZM,4:04,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,598,Breaking Bad News / Death & Dying - Cambridge medical student VLOG #25,https://www.youtube.com/watch?v=ABED1GjTUrk,12:20,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,602,Life Support Training - Cambridge University medical student VLOG #24,https://www.youtube.com/watch?v=LpM4QXb9lhk,2:36,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,611,Finishing finals - Cambridge University medical student VLOG #20,https://www.youtube.com/watch?v=R2E3zGFqgTM,4:15,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,612,Procrastinating before finals - Cambridge University medical student VLOG #19,https://www.youtube.com/watch?v=oFBdXVnGgx0,5:07,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,613,Singing carols in the hospital - Cambridge University medical student VLOG #18,https://www.youtube.com/watch?v=CCzBoNeBKXc,5:48,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,615,Finals study sesh - Cambridge University medical student VLOG #17,https://www.youtube.com/watch?v=LpjF5K0SXH8,2:15,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,617,A&E Night Shift - Cambridge University medical student VLOG #16,https://www.youtube.com/watch?v=xS9LPyGbM0E,4:52,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,619,Ambulance Day - Cambridge University medical student VLOG #15,https://www.youtube.com/watch?v=4cYeHxVLqZ8,4:00,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,621,Students' Wilderness Medicine UK Conference - Cambridge University medical student VLOG #14,https://www.youtube.com/watch?v=wq4b928Q32g,6:28,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,623,Speaking at a Medical Tech Conference - Cambridge University medical student VLOG #13,https://www.youtube.com/watch?v=TdCaWsDb7uo,6:46,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,625,Malignant haematology supervision - Cambridge University medical student VLOG #12,https://www.youtube.com/watch?v=z_0Npoa3lCQ,4:17,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,627,Clinical School Pantomime audition - Cambridge University medical student VLOG #11,https://www.youtube.com/watch?v=rvuXtQILJcM,5:39,partial_heygen_fit,5,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Performance / Music Archive.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,630,Speaking on Live TV - Cambridge University medical student VLOG #10,https://www.youtube.com/watch?v=eOamw4SB5T8,2:38,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,633,My first lecture for medical students - Cambridge University medical student VLOG #09,https://www.youtube.com/watch?v=heN8Zo8f45I,2:45,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,636,Cambridge International Mental Health Conference - Cambridge University medical student VLOG #08,https://www.youtube.com/watch?v=ecKHOHmPq1g,5:14,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,637,Apple picking in the Queen's orchards - Cambridge University medical student VLOG #07,https://www.youtube.com/watch?v=vMJKprNmEEg,3:48,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,639,"Obstetrics, Gynaecology and Baking - Cambridge University medical student VLOG #06",https://www.youtube.com/watch?v=Q6fwLEO3G3Q,3:51,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Day-in-the-Life / Identity Vlog,secondary,Ali Abdaal,640,A day on Senior Medicine placement - Cambridge University medical student VLOG #05,https://www.youtube.com/watch?v=1wLNDHVQxU4,4:12,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
